Measure Mode: wall_time
Thread ID: 47046120247500
Fiber ID: 47046130648440
Total: 93.356253
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.01      0.219     0.007     0.000     0.212     1275   ActiveRecord::Relation#alias_tracker
  0.01      0.007     0.007     0.000     0.000    11137   String#empty?
  0.01      0.022     0.007     0.000     0.015     3504   ActiveRecord::QueryMethods#group_values
  0.01      0.031     0.007     0.000     0.024     3344   ActiveModel::Errors#clear
  0.01      4.679     0.007     0.000     4.672     3180   ActiveRecord::Associations::HasManyThroughAssociation#options_for_through_record
  0.01      0.099     0.007     0.000     0.092     3180   ActiveRecord::Timestamp::ClassMethods#all_timestamp_attributes_in_model
  0.01      0.007     0.007     0.000     0.000     3371   ActiveRecord::Associations::CollectionProxy#reset_scope
  0.01     67.312     0.007     0.000    67.305     3342   ActiveRecord::ConnectionAdapters::TransactionManager#within_new_transaction
  0.01      0.008     0.007     0.000     0.001     2727   ActiveRecord::ConnectionAdapters::PostgreSQL::SchemaStatements#schema_search_path
  0.01      0.007     0.007     0.000     0.000     7324   Fixnum#zero?
  0.01      0.084     0.007     0.000     0.077     3341   ActiveRecord::Associations::HasManyAssociation#update_counter_in_memory
  0.01      0.023     0.007     0.000     0.017     3691   Treetop::Runtime::CompiledParser#has_terminal?
  0.01      7.133     0.007     0.000     7.127     2728   ActiveRecord::ConnectionAdapters::DatabaseStatements#select_prepared
  0.01      0.036     0.007     0.000     0.030     2457   Treetop::Runtime::CompiledParser#terminal_parse_failure
  0.01      0.110     0.007     0.000     0.103     1274   ActiveRecord::Associations::AssociationScope#get_chain
  0.01      0.007     0.007     0.000     0.000     1764   Module#extended
  0.01      0.007     0.007     0.000     0.000     3504   Arel::SelectManager#distinct
  0.01      0.048     0.007     0.000     0.041     3180   ActiveRecord::Base#_reflections
  0.01      0.010     0.007     0.000     0.003     1110   Module#alias_method
  0.01      0.033     0.007     0.000     0.027     2727   ActiveRecord::ConnectionAdapters::StatementPool#key?
  0.01      0.027     0.007     0.000     0.020     1916  *Kernel#extend
  0.01      0.034     0.007     0.000     0.028     3344   ActiveRecord::Base#_before_commit_callbacks
  0.01      0.032     0.007     0.000     0.026     1932   Arel::Table#initialize
  0.01      0.036     0.007     0.000     0.029     3344   ActiveRecord::Base#_commit_callbacks
  0.01      0.055     0.006     0.000     0.048     3344   ActiveRecord::Base#_rollback_callbacks
  0.01      0.006     0.006     0.000     0.000     3467   <Module::ActiveSupport::Dependencies>#constant_watch_stack
  0.01      0.010     0.006     0.000     0.004      368   <Class::Time>#utc
  0.01      0.033     0.006     0.000     0.027     3502   ActiveRecord::QueryMethods#limit_value=
  0.01      0.006     0.006     0.000     0.000    15900   Object#duplicable?
  0.01      0.326     0.006     0.000     0.320     2055   <Module::Bootsnap::CompileCache::ISeq>#storage_to_output
  0.01      0.032     0.006     0.000     0.026     3504   ActiveRecord::QueryMethods#offset_value
  0.01      0.077     0.006     0.000     0.071     3341   ActiveRecord::Reflection::AbstractReflection#counter_must_be_updated_by_has_many?
  0.01      0.632     0.006     0.000     0.625     3344   ActiveModel::AttributeMutationTracker#any_changes?
  0.01      0.049     0.006     0.000     0.043     1274   ActiveRecord::QueryMethods#extending!
  0.01     21.336     0.006     0.000    21.329     3344   ActiveRecord::Base#_run_save_callbacks
  0.01      0.055     0.006     0.000     0.049     3180   ActiveRecord::ConnectionAdapters::DatabaseStatements#last_inserted_id
  0.01      0.295     0.006     0.000     0.288     1569   ActiveRecord::QueryMethods#order!
  0.01      0.011     0.006     0.000     0.005     3502   ActiveRecord::ConnectionAdapters::DatabaseStatements#sanitize_limit
  0.01      0.127     0.006     0.000     0.121     2343   Enumerable#find_all
  0.01      0.020     0.006     0.000     0.014     3180   ActiveModel::AttributeAssignment#assign_attributes
  0.01      0.013     0.006     0.000     0.007     2558   Bootsnap::LoadPathCache::Cache#try_index
  0.01      0.006     0.006     0.000     0.000     6523   ActiveRecord::AutosaveAssociation#marked_for_destruction?
  0.01      0.006     0.006     0.000     0.000     3110   String#size
  0.01      0.006     0.006     0.000     0.000     6523   ActiveRecord::Core#to_ary
  0.01      0.725     0.006     0.000     0.719     3180   TermlistPath::GeneratedAssociationMethods#path=
  0.01      0.046     0.006     0.000     0.040      846   Set#do_with_enum
  0.01      0.006     0.006     0.000     0.000    13351   ActiveRecord::Reflection::AbstractReflection#through_reflection?
  0.01      0.011     0.006     0.000     0.005     2558   <Class::ActiveSupport::Inflector::Inflections>#instance
  0.01      0.015     0.006     0.000     0.009     1715   Pathname#initialize
  0.01      0.039     0.006     0.000     0.033     3502   ActiveRecord::QueryMethods#limit!
  0.01      0.008     0.006     0.000     0.002      853   Module#attr_reader
  0.01      0.049     0.006     0.000     0.043     3182   ActiveRecord::ConnectionAdapters::DatabaseStatements#single_value_from_rows
  0.01      0.074     0.006     0.000     0.068     3180   TermlistPath::GeneratedAssociationMethods#termlist
  0.01      0.453     0.006     0.000     0.447     3180   ActiveRecord::Scoping#populate_with_current_scope_attributes
  0.01      0.668     0.006     0.000     0.662     1274   ActiveRecord::Associations::AssociationScope#apply_scope
  0.01      0.006     0.006     0.000     0.000     3342   ActiveRecord::ConnectionAdapters::TransactionState#initialize
  0.01      0.010     0.006     0.000     0.004     3516   ActiveRecord::ConnectionAdapters::DatabaseStatements#arel_from_relation
  0.01      1.165     0.006     0.000     1.160     1274   ActiveRecord::Associations::AssociationScope#add_constraints
  0.01      0.082     0.006     0.000     0.076      776   ActiveRecord::Inheritance::ClassMethods#find_sti_class
  0.01      5.659     0.006     0.000     5.653     3342   ActiveRecord::ConnectionAdapters::TransactionManager#begin_transaction
  0.01      0.129     0.006     0.000     0.123     3180   #<ActiveRecord::AttributeMethods::GeneratedAttributeMethods:0x005593917496e8>#__temp__475627d6c6963747f59646=
  0.01      0.094     0.006     0.000     0.089     1906   ActiveRecord::Reflection::AbstractReflection#join_keys
  0.01      0.020     0.006     0.000     0.014     1569   ActiveRecord::Sanitization::ClassMethods#sanitize_sql_for_order
  0.01      0.019     0.006     0.000     0.013     3948   ActiveRecord::PredicateBuilder#register_handler
  0.01     24.574     0.006     0.000    24.568     3181   ActiveRecord::Transactions#save!
  0.01      0.025     0.006     0.000     0.020     3505   ActiveRecord::QueryMethods#select_values
  0.01      0.163     0.006     0.000     0.158      632   ActiveRecord::Associations::AssociationScope#next_chain_scope
  0.01      0.125     0.006     0.000     0.119      792   ActiveRecord::Inheritance::ClassMethods#type_condition
  0.01      0.060     0.006     0.000     0.054     3503   <Module::Arel>#sql
  0.01      0.035     0.006     0.000     0.029     3508   ActiveRecord::Base#partial_writes
  0.01      0.372     0.006     0.000     0.366     3180   ActiveModel::AttributeSet#deep_dup
  0.01      0.006     0.006     0.000     0.000     2875   Float#to_i
  0.01      2.725     0.006     0.000     2.720     7482  *Kernel#require
  0.01      0.212     0.006     0.000     0.206     3196   ActiveRecord::AttributeMethods#attributes_with_values
  0.01      0.014     0.005     0.000     0.009     1906   ActiveRecord::Reflection::AbstractReflection#table_name
  0.01      0.005     0.005     0.000     0.000     2877   <Module::Process>#clock_gettime
  0.01     17.058     0.005     0.000    17.052     3502   ActiveRecord::Relation#exec_queries
  0.01      0.005     0.005     0.000     0.000     3429   <Module::ActiveSupport::Dependencies>#mechanism
  0.01      0.196     0.005     0.000     0.190     2727   ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#prepare_statement
  0.01      0.029     0.005     0.000     0.024     3180   Arel::Nodes::Values#initialize
  0.01      0.029     0.005     0.000     0.024     3504   Arel::Nodes::JoinSource#empty?
  0.01      0.005     0.005     0.000     0.000     7657   <Class::Path>#__callbacks
  0.01      0.005     0.005     0.000     0.000     6684   ActiveRecord::ConnectionAdapters::NullTransaction#joinable?
  0.01      0.005     0.005     0.000     0.000    13488   Time#utc?
  0.01      0.013     0.005     0.000     0.008      902  *<Module::ActiveSupport::DescendantsTracker>#accumulate_descendants
  0.01      0.059     0.005     0.000     0.054     3180   ActiveRecord::Timestamp::ClassMethods#timestamp_attributes_for_create_in_model
  0.01      0.152     0.005     0.000     0.147     3024   ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods#instance_method_already_implemented?
  0.01      0.005     0.005     0.000     0.000     1432   <Class::File>#directory?
  0.01      0.005     0.005     0.000     0.000     6523   ActiveRecord::Associations::BelongsToAssociation#updated?
  0.01      0.076     0.005     0.000     0.071     3196   ActiveRecord::Locking::Optimistic#locking_enabled?
  0.01      0.005     0.005     0.000     0.000     3502   ActiveRecord::Reflection::AbstractReflection#inverse_which_updates_counter_cache
  0.01      0.046     0.005     0.000     0.041      658   ActiveRecord::PredicateBuilder#initialize
  0.01      0.030     0.005     0.000     0.025     3180   ActiveRecord::Inheritance#ensure_proper_type
  0.01      0.005     0.005     0.000     0.000     6376   Time#year
  0.01      0.005     0.005     0.000     0.000      930   Symbol#downcase
  0.01      0.024     0.005     0.000     0.019     3180   ActiveRecord::Associations::BelongsToAssociation#update_counters_on_replace
  0.01      0.005     0.005     0.000     0.000     2442   String#length
  0.01      0.066     0.005     0.000     0.061     1570   ActiveRecord::AttributeMethods::ClassMethods#enforce_raw_sql_whitelist
  0.01      0.005     0.005     0.000     0.000     3341   ActiveRecord::Associations::CollectionProxy#proxy_association
  0.01      0.005     0.005     0.000     0.000     3342   ActiveRecord::ConnectionAdapters::TransactionState#commit!
  0.01      0.005     0.005     0.000     0.000    13179   Fixnum#*
  0.01      0.543     0.005     0.000     0.538     3180   ActiveRecord::Associations::SingularAssociation#writer
  0.01      0.159     0.005     0.000     0.154     3180   TermlistPath::GeneratedAssociationMethods#path
  0.01      0.005     0.005     0.000     0.000     3365   ActiveRecord::Locking::Optimistic::ClassMethods#locking_column
  0.01      0.020     0.005     0.000     0.015     2434   Bootsnap::LoadPathCache::Cache#search_index
  0.01      0.169     0.005     0.000     0.164     2580   #<ActiveRecord::AttributeMethods::GeneratedAttributeMethods:0x005593919fbf30>#__temp__07164786
  0.01      0.005     0.005     0.000     0.000    15615   ActionDispatch::Journey::Nodes::Node#symbol?
  0.01      0.183     0.005     0.000     0.178     1300   Enumerable#each_cons
  0.01      0.005     0.005     0.000     0.000     4389   ActiveModel::Attribute::FromDatabase#_original_value_for_database
  0.01      0.005     0.005     0.000     0.000     1456   String#force_encoding
  0.01      0.030     0.005     0.000     0.025     3196   ActiveRecord::Timestamp::ClassMethods#timestamp_attributes_for_update_in_model
  0.01      0.013     0.005     0.000     0.008     3822   ActiveRecord::Reflection::RuntimeReflection#klass
  0.01      0.251     0.005     0.000     0.247      785   ActiveRecord::QueryMethods#order
  0.01      0.786     0.005     0.000     0.782     3212   ActiveRecord::Persistence::ClassMethods#_substitute_values
  0.01      0.121     0.005     0.000     0.116     1498   ActiveRecord::AttributeMethods#[]
  0.01      0.007     0.005     0.000     0.003      474   Module#attr_accessor
  0.01      0.098     0.005     0.000     0.093      643   ActiveRecord::Associations::CollectionProxy#initialize
  0.01      0.008     0.005     0.000     0.003     3839   ActiveRecord::Reflection::AssociationReflection#add_as_through
  0.01      0.059     0.005     0.000     0.054     1274   ActiveRecord::Scoping::Default::ClassMethods#unscoped
  0.01      0.134     0.005     0.000     0.129     3507   Hash#reverse_merge!
  0.01      0.005     0.005     0.000     0.000     3342   Thread#status
  0.00      0.037     0.005     0.000     0.032     3826   ActiveRecord::QueryMethods#joins_values=
  0.00      0.005     0.005     0.000     0.000     6125   Hash#has_key?
  0.00      0.049     0.005     0.000     0.045       42  *Rake::TaskManager#in_namespace
  0.00      0.019     0.005     0.000     0.015     3180   ActiveRecord::Associations::BelongsToAssociation#require_counter_update?
  0.00      0.005     0.005     0.000     0.000     3344   ActiveRecord::Transactions#set_transaction_state
  0.00      1.793     0.005     0.000     1.788     3344   ActiveRecord::Base#_run_validate_callbacks
  0.00      0.850     0.005     0.000     0.846      784   ActiveRecord::Scoping::Default::ClassMethods#evaluate_default_scope
  0.00      0.005     0.005     0.000     0.000      784   Kernel#to_s
